This data was generated by SERVIR's ClimateSERV system (http://ClimateSERV.servirglobal.net/),,,,
Date,Average_CHIRPS_Rainfall(mm/day),,,
"May 10, 2020",0,2.604287269,,
"May 11, 2020",0,0.005198977,,
"May 12, 2020",0,0,,
"May 13, 2020",0,0,,
"May 14, 2020",0,0,,
"May 15, 2020",0,0,,
"May 16, 2020",0,0,,
"May 17, 2020",0.4791157,0.4791157,,
"May 18, 2020",0.357372985,0.836488685,,
"May 19, 2020",0.322242425,1.15873111,,
"May 20, 2020",1.109934697,2.268665807,,
"May 21, 2020",0.677193518,2.945859325,,
"May 22, 2020",0.457044433,3.402903758,,
"May 23, 2020",1.00702496,4.409928718,,
"May 24, 2020",0.709597062,4.640410079,,
"May 25, 2020",3.799139529,8.082176624,,
"May 26, 2020",3.499147999,11.2590822,,
"May 27, 2020",0.057003145,10.20615065,,
"May 28, 2020",0.53272294,10.06168007,,
"May 29, 2020",0,9.604635634,,
"May 30, 2020",0.45242512,9.050035795,,
"May 31, 2020",0,8.340438732,,
"June 1, 2020",0.002568249,4.543867453,,
"June 2, 2020",0.357429608,1.402149062,,
"June 3, 2020",0.73382231,2.078968228,,
"June 4, 2020",0.753948186,2.300193473,,
"June 5, 2020",0.000270352,2.300463825,,
"June 6, 2020",0,1.848038705,,
"June 7, 2020",0,1.848038705,,
"June 8, 2020",0.074750342,1.920220798,,
"June 9, 2020",0,1.56279119,,
"June 10, 2020",0,0.82896888,,
"June 11, 2020",6.82666E-06,0.075027521,,
"June 12, 2020",0.037909845,0.112667014,,
"June 13, 2020",0.142582121,0.255249135,,
"June 14, 2020",0.003822979,0.259072114,,
"June 15, 2020",6.95E-08,0.184321841,,
"June 16, 2020",0,0.184321841,,
"June 17, 2020",0.005544286,0.189866127,,
"June 18, 2020",0,0.189859301,,
"June 19, 2020",0,0.151949456,,
"June 20, 2020",0,0.009367334,,
"June 21, 2020",0,0.005544356,,
"June 22, 2020",0,0.005544286,,
"June 23, 2020",0,0.005544286,,
"June 24, 2020",0.088173711,0.088173711,,
"June 25, 2020",0,0.088173711,,
"June 26, 2020",0,0.088173711,,
"June 27, 2020",1.812501453,1.900675164,,
"June 28, 2020",0,1.900675164,,
"June 29, 2020",0.000926949,1.901602113,,
"June 30, 2020",0,1.901602113,,
"July 1, 2020",0,1.813428403,,
"July 2, 2020",0.011766453,1.825194856,,
"July 3, 2020",0.002359942,1.827554797,,
"July 4, 2020",3.875864872,3.890918216,,
"July 5, 2020",2.931808575,6.822726792,,
"July 6, 2020",0.172765589,6.994565432,,
"July 7, 2020",0,6.994565432,,
"July 8, 2020",0.399357465,7.393922896,,
"July 9, 2020",0.139187612,7.521344055,,
"July 10, 2020",0.008738295,7.527722408,,
"July 11, 2020",0,3.651857536,,
"July 12, 2020",0,0.72004896,,
"July 13, 2020",0,0.547283371,,
"July 14, 2020",1.104785219,1.65206859,,
"July 15, 2020",0.22864439,1.481355515,,
"July 16, 2020",0.3734162,1.715584104,,
"July 17, 2020",1.153610748,2.860456558,,
"July 18, 2020",0.128731111,2.989187669,,
"July 19, 2020",0.070713854,3.059901523,,
"July 20, 2020",1.500201686,4.560103209,,
"July 21, 2020",5.878065044,9.333383035,,
"July 22, 2020",0.621096137,9.725834782,,
"July 23, 2020",0.013020419,9.365439001,,
"July 24, 2020",0.291099341,8.502927593,,
"July 25, 2020",1.604645813,9.978842295,,
"July 26, 2020",0.777230399,10.68535884,,
"July 27, 2020",2.988016764,12.17317392,,
"July 28, 2020",3.223726856,9.51883573,,
"July 29, 2020",1.28769606,10.18543565,,
"July 30, 2020",0.273832152,10.44624739,,
"July 31, 2020",7.285988321,17.44113637,,
"August 1, 2020",0,15.83649055,,
"August 2, 2020",0.063101087,15.12236124,,
"August 3, 2020",9.437798948,21.57214342,,
"August 4, 2020",0.144851321,18.49326789,,
"August 5, 2020",0.194101606,17.39967344,,
"August 6, 2020",1.949883493,19.07572478,,
"August 7, 2020",0.013223152,11.80295961,,
"August 8, 2020",0.138655708,11.94161532,,
"August 9, 2020",0.080948466,11.95946269,,
"August 10, 2020",0,2.521663747,,
"August 11, 2020",0,2.376812426,,
"August 12, 2020",0.381626856,2.564337675,,
"August 13, 2020",0.426606237,1.041060418,,
"August 14, 2020",0.141499422,1.169336689,,
"August 15, 2020",0.114353037,1.145034018,,
"August 16, 2020",0.583595068,1.64768062,,
"August 17, 2020",0,1.64768062,,
"August 18, 2020",0.016644376,1.664324996,,
"August 19, 2020",0.060440647,1.343138787,,
"August 20, 2020",0,0.916532551,,
"August 21, 2020",0.204064376,0.979097504,,
"August 22, 2020",0,0.864744467,,
"August 23, 2020",0,0.281149399,,
"August 24, 2020",0.014407974,0.295557372,,
"August 25, 2020",0,0.278912997,,
"August 26, 2020",1.505989646,1.724461995,,
"August 27, 2020",0.095523627,1.819985622,,
"August 28, 2020",0.021783496,1.637704742,,
"August 29, 2020",0.235048463,1.872753205,,
"August 30, 2020",5.495653217,7.368406422,,
"August 31, 2020",0.101537782,7.455536231,,
"September 1, 2020",0.840739399,8.29627563,,
"September 2, 2020",0.275440553,7.065726538,,
"September 3, 2020",1.493206102,8.463409013,,
"September 4, 2020",0.012957657,8.454583175,,
"September 5, 2020",1.119295081,9.338829793,,
"September 6, 2020",0.022197986,3.865374562,,
"September 7, 2020",0,3.76383678,,
"September 8, 2020",0.393084727,3.316182107,,
"September 9, 2020",3.169540301,6.210281855,,
"September 10, 2020",0.774875459,5.491951213,,
"September 11, 2020",0.245788912,5.724782467,,
"September 12, 2020",0.037536621,4.643024007,,
"September 13, 2020",0.118101548,4.738927569,,
"September 14, 2020",0.544900544,5.283828113,,
"September 15, 2020",0.142938134,5.033681519,,
"September 16, 2020",0.710823319,2.574964536,,
"September 17, 2020",0.666335541,2.466424618,,
"September 18, 2020",0.382610087,2.603245794,,
"September 19, 2020",0.696151941,3.261861113,,
"September 20, 2020",1.151443585,4.295203151,,
"September 21, 2020",0,3.750302607,,
"September 22, 2020",0,3.607364473,,
"September 23, 2020",0.258482589,3.155023744,,
"September 24, 2020",0.07599045,2.564678653,,
"September 25, 2020",0.449036215,2.631104781,,
"September 26, 2020",0.375043,2.309995839,,
"September 27, 2020",0.060221406,1.21877366,,
"September 28, 2020",0.013103504,1.231877164,,
"September 29, 2020",0,1.231877164,,
"September 30, 2020",0,0.973394575,,
"October 1, 2020",0,0.897404125,,
"October 2, 2020",0.305203392,0.753571302,,
"October 3, 2020",0,0.378528302,,
"October 4, 2020",0,0.318306896,,
"October 5, 2020",0,0.305203392,,
"October 6, 2020",0,0.305203392,,
"October 7, 2020",0,0.305203392,,
"October 8, 2020",0,0.305203392,,
"October 9, 2020",0,0,,
"October 10, 2020",0.053982303,0.053982303,,
"October 11, 2020",0.004532176,0.058514479,,
"October 12, 2020",0,0.058514479,,
"October 13, 2020",0,0.058514479,,
"October 14, 2020",0,0.058514479,,
"October 15, 2020",0,0.058514479,,
"October 16, 2020",0,0.058514479,,
"October 17, 2020",0.060663625,0.065195801,,
"October 18, 2020",0,0.060663625,,
"October 19, 2020",0,0.060663625,,
"October 20, 2020",0,0.060663625,,
"October 21, 2020",0.019410701,0.080074327,,
"October 22, 2020",0,0.080074327,,
"October 23, 2020",0,0.080074327,,
"October 24, 2020",0,0.019410701,,
"October 25, 2020",0,0.019410701,,
"October 26, 2020",0.713036206,0.732446907,,
"October 27, 2020",0.223766301,0.956213208,,
"October 28, 2020",0.210362791,1.147165298,,
"October 29, 2020",0.690911274,1.838076572,,
"October 30, 2020",0.444895997,2.282972569,,
"October 31, 2020",0.138484877,2.421457446,,
"November 1, 2020",0,2.421457446,,
"November 2, 2020",0,1.70842124,,
"November 3, 2020",0,1.484654939,,
"November 4, 2020",0,1.274292148,,
"November 5, 2020",0,0.583380874,,
"November 6, 2020",0,0.138484877,,
"November 7, 2020",0,0,,
"November 8, 2020",0,0,,
"November 9, 2020",0,0,,
"November 10, 2020",0,0,,
"November 11, 2020",0,0,,
"November 12, 2020",0,0,,
"November 13, 2020",0,0,,
"November 14, 2020",0,0,,
"November 15, 2020",0,0,,
"November 16, 2020",0.434100404,0.434100404,,
"November 17, 2020",0.276001885,0.710102289,,
"November 18, 2020",0,0.710102289,,
"November 19, 2020",0,0.710102289,,
"November 20, 2020",0,0.710102289,,
"November 21, 2020",0,0.710102289,,
"November 22, 2020",0,0.710102289,,
"November 23, 2020",1.135893011,1.411894896,,
"November 24, 2020",0.430708957,1.566601967,,
"November 25, 2020",0,1.566601967,,
"November 26, 2020",0,1.566601967,,
"November 27, 2020",0,1.566601967,,
"November 28, 2020",0,1.566601967,,
"November 29, 2020",0.29128569,1.857887657,,
"November 30, 2020",0,0.721994647,,
"December 1, 2020",0.086680795,0.377966485,,
"December 2, 2020",0.048865552,0.426832037,,
"December 3, 2020",0.006456641,0.433288678,,
"December 4, 2020",0,0.433288678,,
"December 5, 2020",0,0.433288678,,
"December 6, 2020",0,0.142002988,,
"December 7, 2020",0,0.142002988,,
"December 8, 2020",0,0.055322193,,
"December 9, 2020",1.325099608,1.331556249,,
"December 10, 2020",0,1.325099608,,
"December 11, 2020",0,1.325099608,,
"December 12, 2020",0,1.325099608,,
"December 13, 2020",0.032008476,1.357108084,,
"December 14, 2020",0,1.357108084,,
"December 15, 2020",0,1.357108084,,
"December 16, 2020",0,0.032008476,,
"December 17, 2020",0,0.032008476,,
"December 18, 2020",0.398831556,0.430840032,,
"December 19, 2020",0.808703727,1.239543759,,
"December 20, 2020",0.429555932,1.637091215,,
"December 21, 2020",2.999414561,4.636505776,,
"December 22, 2020",0,4.636505776,,
"December 23, 2020",0,4.636505776,,
"December 24, 2020",0,4.636505776,,
"December 25, 2020",0,4.23767422,,
"December 26, 2020",0,3.428970493,,
"December 27, 2020",0,2.999414561,,
"December 28, 2020",0,0,,
"December 29, 2020",1.048674707,1.048674707,,
"December 30, 2020",0,1.048674707,,
"December 31, 2020",0,1.048674707,,
